Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),,Wait for 3 seconds,,27-03-2025 16:31:05,27-03-2025 16:31:08,3.003s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Verify that tapping on ""Vacation More. Get More"" does not redirect to the next page",,27-03-2025 16:31:08,27-03-2025 16:31:08,0.083s,PASSED
delay(3),,Wait for 3 seconds,,27-03-2025 16:31:08,27-03-2025 16:31:11,3.008s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Explore Westgate Loyalty""), 0)",,"Verify the text ""Explore Westgate Loyalty"" is visible",,27-03-2025 16:31:11,27-03-2025 16:31:11,0.093s,PASSED
delay(3),,Wait for 3 seconds,,27-03-2025 16:31:11,27-03-2025 16:31:14,3.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 0)",,"Tap on the clickable text ""Continue as a Guest""",,27-03-2025 16:31:14,27-03-2025 16:31:15,0.149s,PASSED
"isElementVisible = waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 10)",,"Wait for the ""Continue as a Guest"" element to be present after tapping",,27-03-2025 16:31:15,27-03-2025 16:31:15,0.052s,PASSED
if (!(isElementVisible)),,Check if the element is visible and log the result,,27-03-2025 16:31:15,27-03-2025 16:31:15,0.000s,PASSED
else,,,,27-03-2025 16:31:15,27-03-2025 16:31:15,0.000s,PASSED
delay(5),,Wait for 5 seconds,,27-03-2025 16:31:15,27-03-2025 16:31:20,5.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button,,27-03-2025 16:31:20,27-03-2025 16:31:20,0.123s,PASSED
delay(30),,Wait for 30 seconds for the menu to open,,27-03-2025 16:31:20,27-03-2025 16:31:50,30.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Terms and Conditions-Menu""), 0)",,"Tap on the ""Terms and Conditions"" option in the menu",,27-03-2025 16:31:50,27-03-2025 16:31:50,0.112s,PASSED
delay(30),,Wait for 30 seconds,,27-03-2025 16:31:50,27-03-2025 16:32:20,30.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.ImageButton-Cancel web""), 0)",,Tap on the cancel button to close the webview,,27-03-2025 16:32:20,27-03-2025 16:32:20,0.173s,PASSED
delay(15),,Wait for 15 seconds,,27-03-2025 16:32:20,27-03-2025 16:32:35,15.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button again to open the menu fly-out,,27-03-2025 16:32:35,27-03-2025 16:32:35,0.162s,PASSED
delay(30),,Wait for 30 seconds for the menu to open,,27-03-2025 16:32:35,27-03-2025 16:33:05,30.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-Menu""), 0)",,"Tap on the ""Privacy Policy"" option in the menu",,27-03-2025 16:33:05,27-03-2025 16:33:05,0.120s,PASSED
delay(30),,Wait for 30 seconds for the Privacy Policy page to load,,27-03-2025 16:33:05,27-03-2025 16:33:35,30.009s,PASSED
closeApplication(),,Close the application successfully,,27-03-2025 16:33:35,27-03-2025 16:33:38,2.542s,PASSED
,,,,,,,
Test Cases/Sprint 1/Internal Demo-Sprint1/C735-C736,,"Verify that the Term and Conditions in Logged state is displayed correctly
Verify that the Privacy Policy in Logged state is displayed correctly",,27-03-2025 16:38:37,27-03-2025 16:38:39,1.277s,FAILED
"loginData = findTestData(""Data Files/C735 (1)"")",,Read test data from Excel file,,27-03-2025 16:38:37,27-03-2025 16:38:37,0.005s,PASSED
"email = loginData.getValue(""email"", 1)",,,,27-03-2025 16:38:37,27-03-2025 16:38:37,0.000s,PASSED
"password = loginData.getValue(""password"", 1)",,,,27-03-2025 16:38:37,27-03-2025 16:38:37,0.001s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/WGR-Android-Automation/App Folder/universal.apk"", true, STOP_ON_FAILURE)",,Launch the application on the device,,27-03-2025 16:38:37,27-03-2025 16:38:39,1.265s,FAILED
