Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeApplication(),,Close the application successfully,,24-04-2025 10:55:15,24-04-2025 10:55:19,3.073s,PASSED
,,,,,,,
Test Cases/Guest User Mode/C738_C666_C719_GuestUserMode_BottomNavBar_SettingsMenu_AppVersion,,"C666-Verify that the Settings in Guest Mode is displayed correctly
C719-Verify that the app version on the Settings menu in Guest Mode is correct
C738-Verify that the bottom navbar is displayed correctly when the user is in Guest state",,24-04-2025 10:55:19,24-04-2025 10:56:55,1m - 36.021s,PASSED
"startApplication(appUrl, true)",,Launch the Westgate mobile application,,24-04-2025 10:55:19,24-04-2025 10:55:36,17.176s,PASSED
delay(10),,Wait for the application to load completely,,24-04-2025 10:55:36,24-04-2025 10:55:46,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 0)",,"Navigate through initial screen by tapping ""Continue as a Guest""",,24-04-2025 10:55:46,24-04-2025 10:55:47,1.387s,PASSED
delay(10),,Wait for guest mode initialization,,24-04-2025 10:55:47,24-04-2025 10:55:57,10.006s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Open application menu,,24-04-2025 10:55:57,24-04-2025 10:55:58,0.683s,PASSED
delay(20),,Wait for menu to fully expand,,24-04-2025 10:55:58,24-04-2025 10:56:18,20.006s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TabWidget-Settings""), 0)",,Navigate to version information tab,,24-04-2025 10:56:18,24-04-2025 10:56:19,0.952s,PASSED
delay(10),,Wait for version information to load,,24-04-2025 10:56:19,24-04-2025 10:56:29,10.011s,PASSED
"actualVersionText = getText(findTestObject(""Object Repository/testing/android.widget.Button - Version 2.99.68""), 0)",,Capture the actual version text,,24-04-2025 10:56:29,24-04-2025 10:56:29,0.351s,PASSED
"expectedVersionText = ""Version 2.99.68""",,Verify application version,,24-04-2025 10:56:29,24-04-2025 10:56:29,0.001s,PASSED
assert actualVersionText == expectedVersionText,,,,24-04-2025 10:56:29,24-04-2025 10:56:29,0.001s,PASSED
println(Version verification successful: $actualVersionText),,,,24-04-2025 10:56:29,24-04-2025 10:56:29,0.022s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Return to home screen,,24-04-2025 10:56:29,24-04-2025 10:56:29,0.309s,PASSED
delay(10),,,,24-04-2025 10:56:29,24-04-2025 10:56:39,10.006s,PASSED
"homeElementExists = verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify ""Home"" element exists",,24-04-2025 10:56:39,24-04-2025 10:56:40,0.452s,PASSED
"assert homeElementExists : ""Element 'Home' does not exist.""",,,,24-04-2025 10:56:40,24-04-2025 10:56:40,0.001s,PASSED
"homeText = getText(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Retrieve and verify ""Home"" text",,24-04-2025 10:56:40,24-04-2025 10:56:40,0.358s,PASSED
"assert homeText == ""Home""",,,,24-04-2025 10:56:40,24-04-2025 10:56:40,0.001s,PASSED
"println(""Home screen verification successful."")",,,,24-04-2025 10:56:40,24-04-2025 10:56:40,0.002s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Navigate to ""My Account"" section",,24-04-2025 10:56:40,24-04-2025 10:56:41,0.468s,PASSED
delay(10),,,,24-04-2025 10:56:41,24-04-2025 10:56:51,10.011s,PASSED
"myAccountElementExists = verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify ""My Account"" element exists",,24-04-2025 10:56:51,24-04-2025 10:56:51,0.429s,PASSED
"assert myAccountElementExists : ""Element 'My Account' does not exist.""",,,,24-04-2025 10:56:51,24-04-2025 10:56:51,0.000s,PASSED
"myAccountText = getText(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Retrieve and verify ""My Account"" text",,24-04-2025 10:56:51,24-04-2025 10:56:51,0.266s,PASSED
"assert myAccountText == ""My Account""",,,,24-04-2025 10:56:51,24-04-2025 10:56:51,0.001s,PASSED
"println(""My Account screen verification successful."")",,,,24-04-2025 10:56:51,24-04-2025 10:56:51,0.001s,PASSED
"println(""All test verifications completed successfully!"")",,,,24-04-2025 10:56:51,24-04-2025 10:56:51,0.002s,PASSED
closeApplication(),,Close the mobile application,,24-04-2025 10:56:51,24-04-2025 10:56:55,3.021s,PASSED
closeBrowser(),,,,24-04-2025 10:56:55,24-04-2025 10:56:55,0.044s,PASSED
,,,,,,,
Test Cases/Guest User Mode/C667_C668_GuestUserMode_TermsAndConditions_PrivacyPolicy,,"C667-Verify that the Term and Conditions in Guest Mode is displayed correctly
C668-Verify that the Privacy Policy in Guest Mode is displayed correctly",,24-04-2025 10:56:55,24-04-2025 10:59:06,2m - 11.496s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,24-04-2025 10:56:55,24-04-2025 10:57:10,15.815s,PASSED
delay(10),,,,24-04-2025 10:57:10,24-04-2025 10:57:20,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 0)",,"Tap on the clickable text ""Continue as a Guest""",,24-04-2025 10:57:20,24-04-2025 10:57:22,1.173s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 10:57:22,24-04-2025 10:57:32,10.011s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button,,24-04-2025 10:57:32,24-04-2025 10:57:32,0.424s,PASSED
delay(30),,Wait for 30 seconds for the menu to open,,24-04-2025 10:57:32,24-04-2025 10:58:02,30.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Terms and Conditions-Menu""), 0)",,"Tap on the ""Terms and Conditions"" option in the menu",,24-04-2025 10:58:02,24-04-2025 10:58:03,1.288s,PASSED
delay(10),,,,24-04-2025 10:58:03,24-04-2025 10:58:13,10.010s,PASSED
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.view.View-Terms and conditions web""), 30, STOP_ON_FAILURE))",,"Verify if the ""Terms and Conditions"" webview is present",,24-04-2025 10:58:13,24-04-2025 10:58:14,0.574s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 10:58:14,24-04-2025 10:58:24,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.ImageButton-Cancel web""), 0)",,Tap on the cancel button to close the webview,,24-04-2025 10:58:24,24-04-2025 10:58:25,0.777s,PASSED
delay(15),,Wait for 15 seconds,,24-04-2025 10:58:25,24-04-2025 10:58:40,15.011s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button again to open the menu fly-out,,24-04-2025 10:58:40,24-04-2025 10:58:40,0.708s,PASSED
delay(15),,Wait for 30 seconds for the menu to open,,24-04-2025 10:58:40,24-04-2025 10:58:55,15.006s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-Menu""), 0)",,"Tap on the ""Privacy Policy"" option in the menu",,24-04-2025 10:58:55,24-04-2025 10:58:56,0.744s,PASSED
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-web""), 30, STOP_ON_FAILURE))",,"Verify if the ""Privacy Policy"" webview is present",,24-04-2025 10:58:56,24-04-2025 10:59:02,6.065s,PASSED
closeApplication(),,Close the application successfully,,24-04-2025 10:59:02,24-04-2025 10:59:06,3.828s,PASSED
closeBrowser(),,,,24-04-2025 10:59:06,24-04-2025 10:59:06,0.004s,PASSED
,,,,,,,
Test Cases/Guest User Mode/C764_C739_C793_GuestUserMode_OAM_BottomNavBar_ThingsToDo,,"C764-Verify that the Login Now tile is redirected to the OAM website
C793	Verify that the Login tile is displayed in the ""Things to Do"" feed on the Home page when the user is in a logged-out state.
C739	Verify that the bottom navbar is displayed correctly when the user is in a logged-in state",,24-04-2025 10:59:06,24-04-2025 11:02:44,3m - 38.115s,PASSED
"startApplication(appUrl, true)",,Launch the application,,24-04-2025 10:59:06,24-04-2025 10:59:24,17.398s,PASSED
"testData = findTestData(""Data Files/WRMA-107"")",,"Retrieve test data from the ""C699"" data file",,24-04-2025 10:59:24,24-04-2025 10:59:24,0.145s,PASSED
"email = testData.getValue(""Email"", 1)",,"Extract email, first name, last name, password, and confirm password from the test data file",,24-04-2025 10:59:24,24-04-2025 10:59:24,0.005s,PASSED
"password = testData.getValue(""Password"", 1)",,,,24-04-2025 10:59:24,24-04-2025 10:59:24,0.000s,PASSED
delay(10),,,,24-04-2025 10:59:24,24-04-2025 10:59:34,10.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,Verify Home element exists,,24-04-2025 10:59:34,24-04-2025 10:59:34,0.627s,PASSED
delay(5),,,,24-04-2025 10:59:34,24-04-2025 10:59:39,5.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,Tap on Home,,24-04-2025 10:59:39,24-04-2025 10:59:40,0.684s,PASSED
delay(10),,,,24-04-2025 10:59:40,24-04-2025 10:59:50,10.011s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home (1)""), 0)",,Verify Home element exists after tapping,,24-04-2025 10:59:50,24-04-2025 10:59:51,0.512s,PASSED
delay(5),,,,24-04-2025 10:59:51,24-04-2025 10:59:56,5.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView-Slide""), 0)",,Verify Slide text is present,,24-04-2025 10:59:56,24-04-2025 10:59:56,0.452s,PASSED
startX = 1000,,Perform Swipe action,,24-04-2025 10:59:56,24-04-2025 10:59:56,0.000s,PASSED
startY = 2000,,,,24-04-2025 10:59:56,24-04-2025 10:59:56,0.000s,PASSED
endX = 200,,,,24-04-2025 10:59:56,24-04-2025 10:59:56,0.001s,PASSED
endY = 1000,,,,24-04-2025 10:59:56,24-04-2025 10:59:56,0.000s,PASSED
try,,,,24-04-2025 10:59:56,24-04-2025 10:59:57,1.194s,PASSED
delay(5),,,,24-04-2025 10:59:57,24-04-2025 11:00:02,5.007s,PASSED
"homeText = View - Home (1)""), 0).trim()",,Get and verify Home text,,24-04-2025 11:00:02,24-04-2025 11:00:03,0.498s,PASSED
"println(""Home Text: "" + homeText)",,,,24-04-2025 11:00:03,24-04-2025 11:00:03,0.001s,PASSED
"verifyEqual(homeText, ""Home"", STOP_ON_FAILURE)",,,,24-04-2025 11:00:03,24-04-2025 11:00:03,0.009s,PASSED
delay(5),,,,24-04-2025 11:00:03,24-04-2025 11:00:08,5.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account (1)""), 0)",,Verify My Account element exists,,24-04-2025 11:00:08,24-04-2025 11:00:08,0.461s,PASSED
delay(5),,,,24-04-2025 11:00:08,24-04-2025 11:00:13,5.009s,PASSED
"myAccountText = View - My Account (1)""), 0).trim()",,Get and verify My Account text,,24-04-2025 11:00:13,24-04-2025 11:00:14,0.469s,PASSED
"println(""My Account Text: "" + myAccountText)",,,,24-04-2025 11:00:14,24-04-2025 11:00:14,0.001s,PASSED
"verifyEqual(myAccountText, ""My Account"", STOP_ON_FAILURE)",,,,24-04-2025 11:00:14,24-04-2025 11:00:14,0.003s,PASSED
delay(15),,,,24-04-2025 11:00:14,24-04-2025 11:00:29,15.004s,PASSED
"scrollToText(""Recommended for you"")",,Scroll to text: Recommended for you,,24-04-2025 11:00:29,24-04-2025 11:00:30,1.227s,PASSED
delay(5),,,,24-04-2025 11:00:30,24-04-2025 11:00:35,5.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - RECOMMENDED FOR YOU""), 0)",,Verify Recommended for you text is present,,24-04-2025 11:00:35,24-04-2025 11:00:36,0.953s,PASSED
delay(5),,,,24-04-2025 11:00:36,24-04-2025 11:00:41,5.006s,PASSED
"recommendedText = TextView - RECOMMENDED FOR YOU""), 0).trim()",,Get and verify Recommended for you text,,24-04-2025 11:00:41,24-04-2025 11:00:42,0.933s,PASSED
"println(""Recommended Text: "" + recommendedText)",,,,24-04-2025 11:00:42,24-04-2025 11:00:42,0.001s,PASSED
"verifyEqual(recommendedText, ""RECOMMENDED FOR YOU"", STOP_ON_FAILURE)",,,,24-04-2025 11:00:42,24-04-2025 11:00:42,0.003s,PASSED
delay(5),,,,24-04-2025 11:00:42,24-04-2025 11:00:47,5.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - THINGS TO DO""), 0)",,Verify Things to Do section is present,,24-04-2025 11:00:47,24-04-2025 11:00:47,0.381s,PASSED
delay(5),,,,24-04-2025 11:00:47,24-04-2025 11:00:52,5.007s,PASSED
"thingsToDoText = TextView - THINGS TO DO""), 0).trim()",,Get and verify Things to Do text,,24-04-2025 11:00:52,24-04-2025 11:00:53,0.381s,PASSED
"println(""Things to Do Text: "" + thingsToDoText)",,,,24-04-2025 11:00:53,24-04-2025 11:00:53,0.001s,PASSED
"verifyEqual(thingsToDoText, ""THINGS TO DO"", STOP_ON_FAILURE)",,,,24-04-2025 11:00:53,24-04-2025 11:00:53,0.002s,PASSED
delay(5),,,,24-04-2025 11:00:53,24-04-2025 11:00:58,5.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View-gain access""), 0)",,Verify Gain Access section is present,,24-04-2025 11:00:58,24-04-2025 11:00:58,0.401s,PASSED
delay(5),,,,24-04-2025 11:00:58,24-04-2025 11:01:03,5.010s,PASSED
"gainAccessText = TextView - Gain access to a""), 0).trim()",,Get and verify Gain Access text,,24-04-2025 11:01:03,24-04-2025 11:01:03,0.475s,PASSED
"println(""Gain Access Text: "" + gainAccessText)",,,,24-04-2025 11:01:03,24-04-2025 11:01:03,0.001s,PASSED
"verifyEqual(gainAccessText, ""Gain access to a"", STOP_ON_FAILURE)",,,,24-04-2025 11:01:03,24-04-2025 11:01:03,0.002s,PASSED
delay(5),,,,24-04-2025 11:01:03,24-04-2025 11:01:08,5.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Verify Login button is present,,24-04-2025 11:01:08,24-04-2025 11:01:09,0.716s,PASSED
delay(5),,,,24-04-2025 11:01:09,24-04-2025 11:01:14,5.005s,PASSED
"loginText = TextView - Login""), 0).trim()",,Get and verify Login text,,24-04-2025 11:01:14,24-04-2025 11:01:15,0.483s,PASSED
"println(""Login Text: "" + loginText)",,,,24-04-2025 11:01:15,24-04-2025 11:01:15,0.001s,PASSED
"verifyEqual(loginText, ""Login"", STOP_ON_FAILURE)",,,,24-04-2025 11:01:15,24-04-2025 11:01:15,0.002s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Tap on Login,,24-04-2025 11:01:15,24-04-2025 11:01:15,0.525s,PASSED
delay(30),,,,24-04-2025 11:01:15,24-04-2025 11:01:45,30.010s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - WESTGATE Online Account Management""), 0)",,Verify WESTGATE Online Account Management text is present,,24-04-2025 11:01:45,24-04-2025 11:01:46,0.362s,PASSED
delay(5),,,,24-04-2025 11:01:46,24-04-2025 11:01:51,5.005s,PASSED
"westgateText = TextView - WESTGATE Online Account Management""), 0).trim()",,Get and verify WESTGATE Online Account Management text,,24-04-2025 11:01:51,24-04-2025 11:01:51,0.278s,PASSED
"println(""WESTGATE Text: "" + westgateText)",,,,24-04-2025 11:01:51,24-04-2025 11:01:51,0.001s,PASSED
"verifyEqual(westgateText, ""WESTGATE Online Account Management"", CONTINUE_ON_FAILURE)",,,,24-04-2025 11:01:51,24-04-2025 11:01:51,0.003s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Login)""), email, 0)",,Enter the email address in the login field on the OAM (Online Account Management) screen,,24-04-2025 11:01:51,24-04-2025 11:01:53,1.897s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:01:53,24-04-2025 11:01:55,2.207s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 11:01:55,24-04-2025 11:02:05,10.009s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Password)""), password, 0)",,Enter the password in the OAM login field,,24-04-2025 11:02:05,24-04-2025 11:02:05,0.483s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:02:05,24-04-2025 11:02:08,2.120s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 11:02:08,24-04-2025 11:02:18,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button -OAM(Login)""), 0)",,"Tap on the ""Login"" button to attempt authentication",,24-04-2025 11:02:18,24-04-2025 11:02:18,0.420s,PASSED
delay(10),,,,24-04-2025 11:02:18,24-04-2025 11:02:28,10.011s,PASSED
"homeElementExists = verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify ""Home"" element exists",,24-04-2025 11:02:28,24-04-2025 11:02:29,0.991s,PASSED
"assert homeElementExists : ""Element 'Home' does not exist.""",,,,24-04-2025 11:02:29,24-04-2025 11:02:29,0.001s,PASSED
"homeText = getText(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Retrieve and verify ""Home"" text",,24-04-2025 11:02:29,24-04-2025 11:02:29,0.384s,PASSED
"assert homeText == ""Home""",,,,24-04-2025 11:02:29,24-04-2025 11:02:29,0.001s,PASSED
"println(""Home screen verification successful."")",,,,24-04-2025 11:02:29,24-04-2025 11:02:29,0.001s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Navigate to ""My Account"" section",,24-04-2025 11:02:29,24-04-2025 11:02:30,0.471s,PASSED
delay(10),,,,24-04-2025 11:02:30,24-04-2025 11:02:40,10.007s,PASSED
"myAccountElementExists = verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify ""My Account"" element exists",,24-04-2025 11:02:40,24-04-2025 11:02:41,0.858s,PASSED
"assert myAccountElementExists : ""Element 'My Account' does not exist.""",,,,24-04-2025 11:02:41,24-04-2025 11:02:41,0.001s,PASSED
"myAccountText = getText(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Retrieve and verify ""My Account"" text",,24-04-2025 11:02:41,24-04-2025 11:02:41,0.346s,PASSED
"assert myAccountText == ""My Account""",,,,24-04-2025 11:02:41,24-04-2025 11:02:41,0.000s,PASSED
"println(""My Account screen verification successful."")",,,,24-04-2025 11:02:41,24-04-2025 11:02:41,0.001s,PASSED
"println(""All test verifications completed successfully!"")",,,,24-04-2025 11:02:41,24-04-2025 11:02:41,0.000s,PASSED
closeApplication(),,Close the application,,24-04-2025 11:02:41,24-04-2025 11:02:44,3.087s,PASSED
,,,,,,,
Test Cases/Sign Up New UserPage/C660_C677_C678_C679_C680_C681_SignUpNewUserPage_SignUpFlow,,"C660-Verify that the correct inline error message appears when incorrect email addresses are entered on the Login or Sign up page
C677-Verify that the correct inline error message appears when incorrect email addresses are entered on the New User page
C678-Verify that the correct inline error message appears when the email address with the domain ""@wgresorts.com"" is entered
C679-Verify that the correct inline error message appears when the confirmation email address doesn't match the original email address
C680-Verify that the system doesn't allow go to the next page users to proceed with existing email addresses in the system
C681-Verify that the system doesn't allow copy and paste the initially entered email address",,24-04-2025 11:02:44,24-04-2025 11:07:33,4m - 48.885s,PASSED
emailValidationTests = new EmailValidationTests(),,,,24-04-2025 11:02:44,24-04-2025 11:02:44,0.001s,PASSED
emailValidationTests.runAllTests(),,,,24-04-2025 11:02:44,24-04-2025 11:02:44,0.001s,PASSED
setup(),,,,24-04-2025 11:02:44,24-04-2025 11:02:44,0.000s,PASSED
"startApplication(appUrl, true)",,,,24-04-2025 11:02:44,24-04-2025 11:03:03,19.185s,PASSED
delay(15),,,,24-04-2025 11:03:03,24-04-2025 11:03:18,15.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,,,24-04-2025 11:03:18,24-04-2025 11:03:19,0.785s,PASSED
try,,,,24-04-2025 11:03:19,24-04-2025 11:03:19,0.001s,PASSED
"excelData = findTestData(""Data Files/InvalidEmail"")",,,,24-04-2025 11:03:19,24-04-2025 11:03:19,0.020s,PASSED
rowCount = excelData.getRowNumbers(),,,,24-04-2025 11:03:19,24-04-2025 11:03:19,0.001s,PASSED
"for ([i = 1, i <= rowCount, (i++)])",,,,24-04-2025 11:03:19,24-04-2025 11:03:50,30.415s,PASSED
"testData = findTestData(""Data Files/C678"")",,,,24-04-2025 11:03:50,24-04-2025 11:03:50,0.008s,PASSED
"email1 = testData.getValue(""email"", 1)",,,,24-04-2025 11:03:50,24-04-2025 11:03:50,0.000s,PASSED
"email2 = testData.getValue(""email"", 2)",,,,24-04-2025 11:03:50,24-04-2025 11:03:50,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 11:03:50,24-04-2025 11:03:51,1.181s,PASSED
delay(10),,,,24-04-2025 11:03:51,24-04-2025 11:04:01,10.005s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,,,24-04-2025 11:04:01,24-04-2025 11:04:01,0.611s,PASSED
delay(10),,,,24-04-2025 11:04:01,24-04-2025 11:04:12,10.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 11:04:12,24-04-2025 11:04:12,0.414s,PASSED
hideKeyboard(),,,,24-04-2025 11:04:12,24-04-2025 11:04:14,2.030s,PASSED
delay(10),,,,24-04-2025 11:04:14,24-04-2025 11:04:24,10.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText -""), email2)",,,,24-04-2025 11:04:24,24-04-2025 11:04:24,0.336s,PASSED
delay(10),,,,24-04-2025 11:04:24,24-04-2025 11:04:34,10.005s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (1)""), 0)",,,,24-04-2025 11:04:34,24-04-2025 11:04:35,0.388s,PASSED
delay(10),,,,24-04-2025 11:04:35,24-04-2025 11:04:45,10.005s,PASSED
actualText = null,,,,24-04-2025 11:04:45,24-04-2025 11:04:45,0.001s,PASSED
"expectedText = "" The email address used is a Team Member email address.  Please select Create Team Member Account below.""",,,,24-04-2025 11:04:45,24-04-2025 11:04:45,0.000s,PASSED
try,,,,24-04-2025 11:04:45,24-04-2025 11:04:47,2.127s,FAILED
catch (Exception e),,,,24-04-2025 11:04:47,24-04-2025 11:04:47,0.002s,PASSED
if (actualText != null && actualText.contains(expectedText)),,,,24-04-2025 11:04:47,24-04-2025 11:04:47,0.000s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 11:04:47,24-04-2025 11:04:47,0.300s,PASSED
hideKeyboard(),,,,24-04-2025 11:04:47,24-04-2025 11:04:49,2.158s,PASSED
"testData = findTestData(""Data Files/C679"")",,,,24-04-2025 11:04:49,24-04-2025 11:04:49,0.008s,PASSED
"email1 = testData.getValue(""email"", 1)",,,,24-04-2025 11:04:49,24-04-2025 11:04:49,0.001s,PASSED
"email2 = testData.getValue(""email"", 2)",,,,24-04-2025 11:04:49,24-04-2025 11:04:49,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 11:04:49,24-04-2025 11:04:50,1.075s,PASSED
delay(10),,,,24-04-2025 11:04:50,24-04-2025 11:05:00,10.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,,,24-04-2025 11:05:00,24-04-2025 11:05:01,1.112s,PASSED
delay(20),,,,24-04-2025 11:05:01,24-04-2025 11:05:21,20.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), email2)",,,,24-04-2025 11:05:21,24-04-2025 11:05:22,0.318s,PASSED
delay(10),,,,24-04-2025 11:05:22,24-04-2025 11:05:32,10.005s,PASSED
try,,,,24-04-2025 11:05:32,24-04-2025 11:05:32,0.322s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 11:05:32,24-04-2025 11:05:32,0.354s,PASSED
hideKeyboard(),,,,24-04-2025 11:05:32,24-04-2025 11:05:35,2.166s,PASSED
