Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WRMA Android Regression,,,,31-03-2025 15:49:35,31-03-2025 16:24:00,34m - 24.562s,ERROR
,,,,,,,
Test Cases/App Installation And Launching/C658-C667-C668_AppInstallationAndLaunching,,"Verify that the Intro Page opens correctly
Verify that the Term and Conditions in Guest Mode is displayed correctly
Verify that the Privacy Policy in Guest Mode is displayed correctly",,31-03-2025 15:49:35,31-03-2025 15:51:54,2m - 18.797s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,31-03-2025 15:49:35,31-03-2025 15:49:44,8.876s,PASSED
delay(3),,Wait for 3 seconds for the app to load,,31-03-2025 15:49:44,31-03-2025 15:49:47,3.015s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,31-03-2025 15:49:47,31-03-2025 15:49:50,2.446s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:49:50,31-03-2025 15:49:53,3.011s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,31-03-2025 15:49:53,31-03-2025 15:49:53,0.084s,PASSED
"println(""Text: "" + text)",,,,31-03-2025 15:49:53,31-03-2025 15:49:53,0.003s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:49:53,31-03-2025 15:49:56,3.010s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,31-03-2025 15:49:56,31-03-2025 15:49:56,0.078s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:49:56,31-03-2025 15:49:59,3.010s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,31-03-2025 15:49:59,31-03-2025 15:49:59,0.082s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:49:59,31-03-2025 15:50:02,3.011s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify the bottom navigation bar ""My Account"" is present",,31-03-2025 15:50:02,31-03-2025 15:50:02,0.071s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:50:02,31-03-2025 15:50:05,3.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Tap on the non-clickable text ""Vacation More. Get More""",,31-03-2025 15:50:05,31-03-2025 15:50:05,0.131s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:50:05,31-03-2025 15:50:08,3.010s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Verify that tapping on ""Vacation More. Get More"" does not redirect to the next page",,31-03-2025 15:50:08,31-03-2025 15:50:08,0.091s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:50:08,31-03-2025 15:50:11,3.010s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Explore Westgate Loyalty""), 0)",,"Verify the text ""Explore Westgate Loyalty"" is visible",,31-03-2025 15:50:11,31-03-2025 15:50:11,0.079s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 15:50:11,31-03-2025 15:50:14,3.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 0)",,"Tap on the clickable text ""Continue as a Guest""",,31-03-2025 15:50:14,31-03-2025 15:50:14,0.144s,PASSED
"isElementVisible = waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 10)",,"Wait for the ""Continue as a Guest"" element to be present after tapping",,31-03-2025 15:50:14,31-03-2025 15:50:14,0.056s,PASSED
