Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint-1,,,,24-03-2025 22:44:17,24-03-2025 22:56:10,11m - 53.421s,PASSED
,,,,,,,
Test Cases/Sprint 1/Internal Demo-Sprint1/C658-C667-C668,,"Verify that the Intro Page opens correctly
Verify that the Term and Conditions in Guest Mode is displayed correctly
Verify that the Privacy Policy in Guest Mode is displayed correctly",,24-03-2025 22:44:17,24-03-2025 22:48:38,4m - 20.690s,PASSED
"startApplication(""C:\Users\GVVignesh\git\WGR_Android\App Folder\universal.apk"", true)",,Launch the application on the physical device,,24-03-2025 22:44:18,24-03-2025 22:45:07,49.530s,PASSED
delay(3),,Wait for 3 seconds for the app to load,,24-03-2025 22:45:07,24-03-2025 22:45:10,3.044s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,24-03-2025 22:45:10,24-03-2025 22:45:14,4.022s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:14,24-03-2025 22:45:17,3.021s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,24-03-2025 22:45:17,24-03-2025 22:45:17,0.258s,PASSED
"println(""Text: "" + text)",,,,24-03-2025 22:45:17,24-03-2025 22:45:17,0.006s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:17,24-03-2025 22:45:20,3.017s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,24-03-2025 22:45:20,24-03-2025 22:45:21,0.237s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:21,24-03-2025 22:45:24,3.014s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,24-03-2025 22:45:24,24-03-2025 22:45:24,0.214s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:24,24-03-2025 22:45:27,3.012s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify the bottom navigation bar ""My Account"" is present",,24-03-2025 22:45:27,24-03-2025 22:45:27,0.210s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:27,24-03-2025 22:45:30,3.015s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Tap on the non-clickable text ""Vacation More. Get More""",,24-03-2025 22:45:30,24-03-2025 22:45:30,0.331s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:30,24-03-2025 22:45:33,3.007s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Verify that tapping on ""Vacation More. Get More"" does not redirect to the next page",,24-03-2025 22:45:33,24-03-2025 22:45:34,0.259s,PASSED
delay(3),,Wait for 3 seconds,,24-03-2025 22:45:34,24-03-2025 22:45:37,3.023s,PASSED
