Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WRMA Android Regression,,,,02-04-2025 17:44:48,02-04-2025 18:38:48,53m - 59.412s,PASSED
,,,,,,,
Test Cases/App Installation And Launching/C658-C667-C668_AppInstallationAndLaunching,,"Verify that the Intro Page opens correctly
Verify that the Term and Conditions in Guest Mode is displayed correctly
Verify that the Privacy Policy in Guest Mode is displayed correctly",,02-04-2025 17:44:48,02-04-2025 17:47:54,3m - 6.221s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,02-04-2025 17:44:48,02-04-2025 17:45:27,38.972s,PASSED
delay(3),,Wait for 3 seconds for the app to load,,02-04-2025 17:45:27,02-04-2025 17:45:30,3.019s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,02-04-2025 17:45:30,02-04-2025 17:45:36,5.553s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:36,02-04-2025 17:45:39,3.011s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,02-04-2025 17:45:39,02-04-2025 17:45:39,0.246s,PASSED
"println(""Text: "" + text)",,,,02-04-2025 17:45:39,02-04-2025 17:45:39,0.011s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:39,02-04-2025 17:45:42,3.012s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,02-04-2025 17:45:42,02-04-2025 17:45:42,0.208s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:42,02-04-2025 17:45:45,3.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,02-04-2025 17:45:45,02-04-2025 17:45:46,0.187s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:46,02-04-2025 17:45:49,3.011s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify the bottom navigation bar ""My Account"" is present",,02-04-2025 17:45:49,02-04-2025 17:45:49,0.675s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:49,02-04-2025 17:45:52,3.013s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Tap on the non-clickable text ""Vacation More. Get More""",,02-04-2025 17:45:52,02-04-2025 17:45:54,1.588s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:54,02-04-2025 17:45:57,3.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Verify that tapping on ""Vacation More. Get More"" does not redirect to the next page",,02-04-2025 17:45:57,02-04-2025 17:45:57,0.161s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:45:57,02-04-2025 17:46:00,3.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Explore Westgate Loyalty""), 0)",,"Verify the text ""Explore Westgate Loyalty"" is visible",,02-04-2025 17:46:00,02-04-2025 17:46:00,0.344s,PASSED
delay(3),,Wait for 3 seconds,,02-04-2025 17:46:00,02-04-2025 17:46:03,3.011s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 0)",,"Tap on the clickable text ""Continue as a Guest""",,02-04-2025 17:46:03,02-04-2025 17:46:04,0.272s,PASSED
"isElementVisible = waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 10)",,"Wait for the ""Continue as a Guest"" element to be present after tapping",,02-04-2025 17:46:04,02-04-2025 17:46:04,0.271s,PASSED
if (!(isElementVisible)),,Check if the element is visible and log the result,,02-04-2025 17:46:04,02-04-2025 17:46:04,0.001s,PASSED
else,,,,02-04-2025 17:46:04,02-04-2025 17:46:04,0.006s,PASSED
delay(10),,Wait for 15 seconds,,02-04-2025 17:46:04,02-04-2025 17:46:14,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button,,02-04-2025 17:46:14,02-04-2025 17:46:14,0.520s,PASSED
