Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
demo,,,,31-03-2025 14:25:49,31-03-2025 14:40:31,14m - 42.168s,FAILED
,,,,,,,
Test Cases/Sign Up New UserPage/C699_SignUpNewUserPage - Copy,,Verify that the Next button on the 'Not Verified Thank You' page is clickable,,31-03-2025 14:25:49,31-03-2025 14:30:59,5m - 10.233s,PASSED
"testData = findTestData(""Data Files/LogiNewUser"")",,"Retrieve test data from the ""C699"" data file",,31-03-2025 14:25:49,31-03-2025 14:25:49,0.157s,PASSED
"email = testData.getValue(""email"", 1)",,"Extract email, first name, last name, password, and confirm password from the test data file",,31-03-2025 14:25:49,31-03-2025 14:25:49,0.009s,PASSED
"firstName = testData.getValue(""firstname"", 1)",,,,31-03-2025 14:25:49,31-03-2025 14:25:49,0.001s,PASSED
"lastName = testData.getValue(""lastname"", 1)",,,,31-03-2025 14:25:49,31-03-2025 14:25:49,0.002s,PASSED
"password = testData.getValue(""password"", 1)",,,,31-03-2025 14:25:49,31-03-2025 14:25:49,0.001s,PASSED
"confirmPassword = testData.getValue(""confirm password"", 1)",,,,31-03-2025 14:25:49,31-03-2025 14:25:49,0.001s,PASSED
"startApplication(appUrl, true)",,Launch the mobile application with reset enabled (clears previous session data),,31-03-2025 14:25:49,31-03-2025 14:25:58,9.226s,PASSED
delay(10),,Wait for 10 seconds to allow the application to load,,31-03-2025 14:25:58,31-03-2025 14:26:08,10.024s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Tap on the ""Login or Sign Up"" button to proceed to the authentication page",,31-03-2025 14:26:08,31-03-2025 14:26:09,0.343s,PASSED
delay(10),,Wait for 10 seconds to ensure the login screen loads properly,,31-03-2025 14:26:09,31-03-2025 14:26:19,10.006s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email, 0)",,Enter the retrieved email into the email input field,,31-03-2025 14:26:19,31-03-2025 14:26:19,0.189s,PASSED
hideKeyboard(),,Hide the keyboard to avoid UI conflicts,,31-03-2025 14:26:19,31-03-2025 14:26:21,2.739s,PASSED
delay(10),,Wait for 10 seconds to stabilize the UI,,31-03-2025 14:26:21,31-03-2025 14:26:31,10.011s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,"Tap on the ""Next"" button to proceed",,31-03-2025 14:26:31,31-03-2025 14:26:32,0.130s,PASSED
delay(10),,Wait for 10 seconds for the next screen to load,,31-03-2025 14:26:32,31-03-2025 14:26:42,10.006s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), email, 0)",,Enter the retrieved email again to confirm email address,,31-03-2025 14:26:42,31-03-2025 14:26:42,0.145s,PASSED
hideKeyboard(),,Hide the keyboard,,31-03-2025 14:26:42,31-03-2025 14:26:44,2.388s,PASSED
delay(10),,Wait for 10 seconds to ensure input is processed,,31-03-2025 14:26:44,31-03-2025 14:26:54,10.006s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (1)""), 0)",,"Tap on the ""Next"" button to proceed to the personal information section",,31-03-2025 14:26:54,31-03-2025 14:26:54,0.103s,PASSED
delay(10),,Wait for 10 seconds for the transition to complete,,31-03-2025 14:26:54,31-03-2025 14:27:04,10.008s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-FirstName""), firstName, 0)",,Enter the first name,,31-03-2025 14:27:04,31-03-2025 14:27:04,0.151s,PASSED
hideKeyboard(),,Hide the keyboard,,31-03-2025 14:27:04,31-03-2025 14:27:07,2.390s,PASSED
delay(10),,Wait for 10 seconds,,31-03-2025 14:27:07,31-03-2025 14:27:17,10.008s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-LastName""), lastName, 0)",,Enter the last name,,31-03-2025 14:27:17,31-03-2025 14:27:17,0.141s,PASSED
hideKeyboard(),,Hide the keyboard,,31-03-2025 14:27:17,31-03-2025 14:27:19,2.359s,PASSED
delay(10),,Wait for 10 seconds,,31-03-2025 14:27:19,31-03-2025 14:27:29,10.007s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-Password""), password)",,Enter the password,,31-03-2025 14:27:29,31-03-2025 14:27:29,0.072s,PASSED
delay(10),,Wait for 10 seconds,,31-03-2025 14:27:29,31-03-2025 14:27:39,10.011s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-Confirm Password""), confirmPassword)",,Enter the confirm password,,31-03-2025 14:27:39,31-03-2025 14:27:39,0.080s,PASSED
delay(10),,Wait for 10 seconds,,31-03-2025 14:27:39,31-03-2025 14:27:49,10.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (2)""), 0)",,"Tap on the ""Next"" button to proceed",,31-03-2025 14:27:49,31-03-2025 14:27:50,0.097s,PASSED
delay(20),,Wait for 20 seconds for page transition,,31-03-2025 14:27:50,31-03-2025 14:28:10,20.007s,PASSED
"scrollToText(""etc)."")",,"Scroll down until the text ""etc)."" is visible",,31-03-2025 14:28:10,31-03-2025 14:28:10,0.837s,PASSED
delay(5),,Wait for 5 seconds,,31-03-2025 14:28:10,31-03-2025 14:28:15,5.004s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Agree to Terms  Conditions""), 0)",,"Tap on the ""Agree to Terms & Conditions"" button",,31-03-2025 14:28:15,31-03-2025 14:28:16,0.134s,PASSED
delay(30),,Wait for 30 seconds to allow time for agreement processing,,31-03-2025 14:28:16,31-03-2025 14:28:46,30.010s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Login)""), email, 0)",,Enter the email address in the login field on the OAM (Online Account Management) screen,,31-03-2025 14:28:46,31-03-2025 14:28:46,0.148s,PASSED
