Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WRMA Android Regression,,,,01-04-2025 12:38:48,01-04-2025 13:26:47,47m - 58.987s,FAILED
,,,,,,,
Test Cases/App Installation And Launching/C658-C667-C668_AppInstallationAndLaunching,,"Verify that the Intro Page opens correctly
Verify that the Term and Conditions in Guest Mode is displayed correctly
Verify that the Privacy Policy in Guest Mode is displayed correctly",,01-04-2025 12:38:48,01-04-2025 12:42:37,3m - 48.986s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,01-04-2025 12:38:48,01-04-2025 12:40:11,1m - 23.692s,PASSED
delay(3),,Wait for 3 seconds for the app to load,,01-04-2025 12:40:11,01-04-2025 12:40:14,3.020s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,01-04-2025 12:40:14,01-04-2025 12:40:21,6.077s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:21,01-04-2025 12:40:24,3.011s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,01-04-2025 12:40:24,01-04-2025 12:40:24,0.656s,PASSED
"println(""Text: "" + text)",,,,01-04-2025 12:40:24,01-04-2025 12:40:24,0.008s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:24,01-04-2025 12:40:27,3.011s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,01-04-2025 12:40:27,01-04-2025 12:40:28,0.919s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:28,01-04-2025 12:40:31,3.012s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,01-04-2025 12:40:31,01-04-2025 12:40:32,0.444s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:32,01-04-2025 12:40:35,3.012s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify the bottom navigation bar ""My Account"" is present",,01-04-2025 12:40:35,01-04-2025 12:40:35,0.473s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:35,01-04-2025 12:40:38,3.012s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Tap on the non-clickable text ""Vacation More. Get More""",,01-04-2025 12:40:38,01-04-2025 12:40:39,0.641s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:39,01-04-2025 12:40:42,3.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Verify that tapping on ""Vacation More. Get More"" does not redirect to the next page",,01-04-2025 12:40:42,01-04-2025 12:40:42,0.502s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:42,01-04-2025 12:40:45,3.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Repo/android.widget.TextView - Explore Westgate Loyalty""), 0)",,"Verify the text ""Explore Westgate Loyalty"" is visible",,01-04-2025 12:40:45,01-04-2025 12:40:46,0.424s,PASSED
delay(3),,Wait for 3 seconds,,01-04-2025 12:40:46,01-04-2025 12:40:49,3.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 0)",,"Tap on the clickable text ""Continue as a Guest""",,01-04-2025 12:40:49,01-04-2025 12:40:49,0.686s,PASSED
"isElementVisible = waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Continue as a Guest""), 10)",,"Wait for the ""Continue as a Guest"" element to be present after tapping",,01-04-2025 12:40:49,01-04-2025 12:40:50,0.419s,PASSED
if (!(isElementVisible)),,Check if the element is visible and log the result,,01-04-2025 12:40:50,01-04-2025 12:40:50,0.000s,PASSED
else,,,,01-04-2025 12:40:50,01-04-2025 12:40:50,0.006s,PASSED
delay(10),,Wait for 15 seconds,,01-04-2025 12:40:50,01-04-2025 12:41:00,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button,,01-04-2025 12:41:00,01-04-2025 12:41:00,0.575s,PASSED
delay(30),,Wait for 30 seconds for the menu to open,,01-04-2025 12:41:00,01-04-2025 12:41:30,30.012s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Terms and Conditions-Menu""), 0)",,"Tap on the ""Terms and Conditions"" option in the menu",,01-04-2025 12:41:30,01-04-2025 12:41:32,1.971s,PASSED
delay(10),,,,01-04-2025 12:41:32,01-04-2025 12:41:42,10.007s,PASSED
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.view.View-Terms and conditions web""), 30, CONTINUE_ON_FAILURE))",,"Verify if the ""Terms and Conditions"" webview is present",,01-04-2025 12:41:42,01-04-2025 12:41:43,0.989s,PASSED
