Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint-1,,,,08-05-2025 19:02:22,08-05-2025 19:09:05,6m - 42.750s,PASSED
,,,,,,,
Test Cases/App Installation And Launching/C657_C658_AppInstallationAndLaunching,,"C657-App Launch
C658-Verify that the Intro Page opens correctly",,08-05-2025 19:02:22,08-05-2025 19:03:02,40.069s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,08-05-2025 19:02:22,08-05-2025 19:02:29,6.739s,PASSED
delay(10),,Wait for 3 seconds for the app to load,,08-05-2025 19:02:29,08-05-2025 19:02:39,10.020s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,08-05-2025 19:02:39,08-05-2025 19:02:39,0.250s,PASSED
delay(3),,Wait for 3 seconds,,08-05-2025 19:02:39,08-05-2025 19:02:42,3.010s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,08-05-2025 19:02:42,08-05-2025 19:02:42,0.109s,PASSED
"println(""Text: "" + text)",,,,08-05-2025 19:02:42,08-05-2025 19:02:42,0.005s,PASSED
delay(3),,Wait for 3 seconds,,08-05-2025 19:02:42,08-05-2025 19:02:45,3.011s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,08-05-2025 19:02:45,08-05-2025 19:02:45,0.094s,PASSED
delay(3),,Wait for 3 seconds,,08-05-2025 19:02:45,08-05-2025 19:02:48,3.010s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,08-05-2025 19:02:48,08-05-2025 19:02:48,0.091s,PASSED
