Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.view.View-Terms and conditions web""), 30, STOP_ON_FAILURE))",,"Verify if the ""Terms and Conditions"" webview is present",,24-04-2025 12:56:26,24-04-2025 12:56:26,0.516s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 12:56:26,24-04-2025 12:56:36,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.ImageButton-Cancel web""), 0)",,Tap on the cancel button to close the webview,,24-04-2025 12:56:36,24-04-2025 12:56:37,0.556s,PASSED
delay(15),,Wait for 15 seconds,,24-04-2025 12:56:37,24-04-2025 12:56:52,15.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button again to open the menu fly-out,,24-04-2025 12:56:52,24-04-2025 12:56:52,0.330s,PASSED
delay(15),,Wait for 30 seconds for the menu to open,,24-04-2025 12:56:52,24-04-2025 12:57:07,15.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-Menu""), 0)",,"Tap on the ""Privacy Policy"" option in the menu",,24-04-2025 12:57:07,24-04-2025 12:57:07,0.324s,PASSED
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-web""), 30, STOP_ON_FAILURE))",,"Verify if the ""Privacy Policy"" webview is present",,24-04-2025 12:57:07,24-04-2025 12:57:13,5.225s,PASSED
closeApplication(),,Close the application successfully,,24-04-2025 12:57:13,24-04-2025 12:57:17,4.666s,PASSED
closeBrowser(),,,,24-04-2025 12:57:17,24-04-2025 12:57:17,0.001s,PASSED
,,,,,,,
Test Cases/Guest User Mode/C764_C739_C793_GuestUserMode_OAM_BottomNavBar_ThingsToDo,,"C764-Verify that the Login Now tile is redirected to the OAM website
C793	Verify that the Login tile is displayed in the ""Things to Do"" feed on the Home page when the user is in a logged-out state.
C739	Verify that the bottom navbar is displayed correctly when the user is in a logged-in state",,24-04-2025 13:00:25,24-04-2025 13:04:07,3m - 41.912s,PASSED
"startApplication(appUrl, true)",,Launch the application,,24-04-2025 13:00:25,24-04-2025 13:00:51,25.989s,PASSED
"testData = findTestData(""Data Files/WRMA-107"")",,"Retrieve test data from the ""C699"" data file",,24-04-2025 13:00:51,24-04-2025 13:00:51,0.012s,PASSED
"email = testData.getValue(""Email"", 1)",,"Extract email, first name, last name, password, and confirm password from the test data file",,24-04-2025 13:00:51,24-04-2025 13:00:51,0.001s,PASSED
"password = testData.getValue(""Password"", 1)",,,,24-04-2025 13:00:51,24-04-2025 13:00:51,0.000s,PASSED
delay(10),,,,24-04-2025 13:00:51,24-04-2025 13:01:01,10.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,Verify Home element exists,,24-04-2025 13:01:01,24-04-2025 13:01:02,0.884s,PASSED
delay(5),,,,24-04-2025 13:01:02,24-04-2025 13:01:07,5.013s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,Tap on Home,,24-04-2025 13:01:07,24-04-2025 13:01:07,0.366s,PASSED
delay(10),,,,24-04-2025 13:01:07,24-04-2025 13:01:17,10.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home (1)""), 0)",,Verify Home element exists after tapping,,24-04-2025 13:01:17,24-04-2025 13:01:18,0.440s,PASSED
delay(5),,,,24-04-2025 13:01:18,24-04-2025 13:01:23,5.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView-Slide""), 0)",,Verify Slide text is present,,24-04-2025 13:01:23,24-04-2025 13:01:23,0.370s,PASSED
startX = 1000,,Perform Swipe action,,24-04-2025 13:01:23,24-04-2025 13:01:23,0.000s,PASSED
startY = 2000,,,,24-04-2025 13:01:23,24-04-2025 13:01:23,0.000s,PASSED
endX = 200,,,,24-04-2025 13:01:23,24-04-2025 13:01:23,0.000s,PASSED
endY = 1000,,,,24-04-2025 13:01:23,24-04-2025 13:01:23,0.000s,PASSED
try,,,,24-04-2025 13:01:23,24-04-2025 13:01:24,1.275s,PASSED
delay(5),,,,24-04-2025 13:01:24,24-04-2025 13:01:29,5.004s,PASSED
"homeText = View - Home (1)""), 0).trim()",,Get and verify Home text,,24-04-2025 13:01:29,24-04-2025 13:01:30,0.412s,PASSED
"println(""Home Text: "" + homeText)",,,,24-04-2025 13:01:30,24-04-2025 13:01:30,0.000s,PASSED
"verifyEqual(homeText, ""Home"", STOP_ON_FAILURE)",,,,24-04-2025 13:01:30,24-04-2025 13:01:30,0.002s,PASSED
delay(5),,,,24-04-2025 13:01:30,24-04-2025 13:01:35,5.004s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account (1)""), 0)",,Verify My Account element exists,,24-04-2025 13:01:35,24-04-2025 13:01:35,0.423s,PASSED
delay(5),,,,24-04-2025 13:01:35,24-04-2025 13:01:40,5.007s,PASSED
"myAccountText = View - My Account (1)""), 0).trim()",,Get and verify My Account text,,24-04-2025 13:01:40,24-04-2025 13:01:41,0.395s,PASSED
"println(""My Account Text: "" + myAccountText)",,,,24-04-2025 13:01:41,24-04-2025 13:01:41,0.001s,PASSED
"verifyEqual(myAccountText, ""My Account"", STOP_ON_FAILURE)",,,,24-04-2025 13:01:41,24-04-2025 13:01:41,0.002s,PASSED
delay(15),,,,24-04-2025 13:01:41,24-04-2025 13:01:56,15.006s,PASSED
"scrollToText(""Recommended for you"")",,Scroll to text: Recommended for you,,24-04-2025 13:01:56,24-04-2025 13:01:57,1.191s,PASSED
delay(5),,,,24-04-2025 13:01:57,24-04-2025 13:02:02,5.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - RECOMMENDED FOR YOU""), 0)",,Verify Recommended for you text is present,,24-04-2025 13:02:02,24-04-2025 13:02:02,0.434s,PASSED
delay(5),,,,24-04-2025 13:02:02,24-04-2025 13:02:07,5.006s,PASSED
"recommendedText = TextView - RECOMMENDED FOR YOU""), 0).trim()",,Get and verify Recommended for you text,,24-04-2025 13:02:07,24-04-2025 13:02:08,0.430s,PASSED
"println(""Recommended Text: "" + recommendedText)",,,,24-04-2025 13:02:08,24-04-2025 13:02:08,0.000s,PASSED
"verifyEqual(recommendedText, ""RECOMMENDED FOR YOU"", STOP_ON_FAILURE)",,,,24-04-2025 13:02:08,24-04-2025 13:02:08,0.002s,PASSED
delay(5),,,,24-04-2025 13:02:08,24-04-2025 13:02:13,5.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - THINGS TO DO""), 0)",,Verify Things to Do section is present,,24-04-2025 13:02:13,24-04-2025 13:02:13,0.374s,PASSED
delay(5),,,,24-04-2025 13:02:13,24-04-2025 13:02:18,5.007s,PASSED
"thingsToDoText = TextView - THINGS TO DO""), 0).trim()",,Get and verify Things to Do text,,24-04-2025 13:02:18,24-04-2025 13:02:18,0.403s,PASSED
"println(""Things to Do Text: "" + thingsToDoText)",,,,24-04-2025 13:02:18,24-04-2025 13:02:18,0.000s,PASSED
"verifyEqual(thingsToDoText, ""THINGS TO DO"", STOP_ON_FAILURE)",,,,24-04-2025 13:02:18,24-04-2025 13:02:18,0.001s,PASSED
delay(5),,,,24-04-2025 13:02:18,24-04-2025 13:02:23,5.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View-gain access""), 0)",,Verify Gain Access section is present,,24-04-2025 13:02:23,24-04-2025 13:02:24,0.389s,PASSED
delay(5),,,,24-04-2025 13:02:24,24-04-2025 13:02:29,5.007s,PASSED
"gainAccessText = TextView - Gain access to a""), 0).trim()",,Get and verify Gain Access text,,24-04-2025 13:02:29,24-04-2025 13:02:29,0.376s,PASSED
"println(""Gain Access Text: "" + gainAccessText)",,,,24-04-2025 13:02:29,24-04-2025 13:02:29,0.001s,PASSED
"verifyEqual(gainAccessText, ""Gain access to a"", STOP_ON_FAILURE)",,,,24-04-2025 13:02:29,24-04-2025 13:02:29,0.001s,PASSED
delay(5),,,,24-04-2025 13:02:29,24-04-2025 13:02:34,5.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Verify Login button is present,,24-04-2025 13:02:34,24-04-2025 13:02:35,0.638s,PASSED
delay(5),,,,24-04-2025 13:02:35,24-04-2025 13:02:40,5.007s,PASSED
"loginText = TextView - Login""), 0).trim()",,Get and verify Login text,,24-04-2025 13:02:40,24-04-2025 13:02:40,0.328s,PASSED
"println(""Login Text: "" + loginText)",,,,24-04-2025 13:02:40,24-04-2025 13:02:40,0.001s,PASSED
"verifyEqual(loginText, ""Login"", STOP_ON_FAILURE)",,,,24-04-2025 13:02:40,24-04-2025 13:02:40,0.002s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Tap on Login,,24-04-2025 13:02:40,24-04-2025 13:02:41,0.350s,PASSED
delay(30),,,,24-04-2025 13:02:41,24-04-2025 13:03:11,30.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - WESTGATE Online Account Management""), 0)",,Verify WESTGATE Online Account Management text is present,,24-04-2025 13:03:11,24-04-2025 13:03:11,0.297s,PASSED
delay(5),,,,24-04-2025 13:03:11,24-04-2025 13:03:16,5.005s,PASSED
"westgateText = TextView - WESTGATE Online Account Management""), 0).trim()",,Get and verify WESTGATE Online Account Management text,,24-04-2025 13:03:16,24-04-2025 13:03:16,0.173s,PASSED
"println(""WESTGATE Text: "" + westgateText)",,,,24-04-2025 13:03:16,24-04-2025 13:03:16,0.000s,PASSED
"verifyEqual(westgateText, ""WESTGATE Online Account Management"", CONTINUE_ON_FAILURE)",,,,24-04-2025 13:03:16,24-04-2025 13:03:16,0.001s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Login)""), email, 0)",,Enter the email address in the login field on the OAM (Online Account Management) screen,,24-04-2025 13:03:16,24-04-2025 13:03:16,0.386s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 13:03:16,24-04-2025 13:03:18,1.175s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 13:03:18,24-04-2025 13:03:28,10.003s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Password)""), password, 0)",,Enter the password in the OAM login field,,24-04-2025 13:03:28,24-04-2025 13:03:28,0.452s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 13:03:28,24-04-2025 13:03:30,2.331s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 13:03:30,24-04-2025 13:03:40,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button -OAM(Login)""), 0)",,"Tap on the ""Login"" button to attempt authentication",,24-04-2025 13:03:40,24-04-2025 13:03:41,0.320s,PASSED
delay(10),,,,24-04-2025 13:03:41,24-04-2025 13:03:51,10.006s,PASSED
"homeElementExists = verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify ""Home"" element exists",,24-04-2025 13:03:51,24-04-2025 13:03:51,0.319s,PASSED
"assert homeElementExists : ""Element 'Home' does not exist.""",,,,24-04-2025 13:03:51,24-04-2025 13:03:51,0.000s,PASSED
"homeText = getText(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Retrieve and verify ""Home"" text",,24-04-2025 13:03:51,24-04-2025 13:03:51,0.186s,PASSED
"assert homeText == ""Home""",,,,24-04-2025 13:03:51,24-04-2025 13:03:51,0.001s,PASSED
"println(""Home screen verification successful."")",,,,24-04-2025 13:03:51,24-04-2025 13:03:51,0.000s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Navigate to ""My Account"" section",,24-04-2025 13:03:51,24-04-2025 13:03:52,0.299s,PASSED
delay(10),,,,24-04-2025 13:03:52,24-04-2025 13:04:02,10.007s,PASSED
"myAccountElementExists = verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify ""My Account"" element exists",,24-04-2025 13:04:02,24-04-2025 13:04:02,0.303s,PASSED
"assert myAccountElementExists : ""Element 'My Account' does not exist.""",,,,24-04-2025 13:04:02,24-04-2025 13:04:02,0.002s,PASSED
"myAccountText = getText(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Retrieve and verify ""My Account"" text",,24-04-2025 13:04:02,24-04-2025 13:04:02,0.198s,PASSED
"assert myAccountText == ""My Account""",,,,24-04-2025 13:04:02,24-04-2025 13:04:02,0.001s,PASSED
"println(""My Account screen verification successful."")",,,,24-04-2025 13:04:02,24-04-2025 13:04:02,0.001s,PASSED
"println(""All test verifications completed successfully!"")",,,,24-04-2025 13:04:02,24-04-2025 13:04:02,0.002s,PASSED
closeApplication(),,Close the application,,24-04-2025 13:04:02,24-04-2025 13:04:07,4.811s,PASSED
,,,,,,,
Test Cases/Sign Up New UserPage/C660_C677_C678_C679_C680_C681_SignUpNewUserPage_SignUpFlow,,"C660-Verify that the correct inline error message appears when incorrect email addresses are entered on the Login or Sign up page
C677-Verify that the correct inline error message appears when incorrect email addresses are entered on the New User page
C678-Verify that the correct inline error message appears when the email address with the domain ""@wgresorts.com"" is entered
C679-Verify that the correct inline error message appears when the confirmation email address doesn't match the original email address
C680-Verify that the system doesn't allow go to the next page users to proceed with existing email addresses in the system
C681-Verify that the system doesn't allow copy and paste the initially entered email address",,24-04-2025 13:04:07,24-04-2025 13:08:44,4m - 37.256s,PASSED
emailValidationTests = new EmailValidationTests(),,,,24-04-2025 13:04:07,24-04-2025 13:04:07,0.002s,PASSED
emailValidationTests.runAllTests(),,,,24-04-2025 13:04:07,24-04-2025 13:04:07,0.000s,PASSED
setup(),,,,24-04-2025 13:04:07,24-04-2025 13:04:07,0.000s,PASSED
"startApplication(appUrl, true)",,,,24-04-2025 13:04:07,24-04-2025 13:04:37,29.819s,PASSED
delay(15),,,,24-04-2025 13:04:37,24-04-2025 13:04:52,15.005s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,,,24-04-2025 13:04:52,24-04-2025 13:04:53,1.011s,PASSED
try,,,,24-04-2025 13:04:53,24-04-2025 13:04:53,0.000s,PASSED
"excelData = findTestData(""Data Files/InvalidEmail"")",,,,24-04-2025 13:04:53,24-04-2025 13:04:53,0.018s,PASSED
rowCount = excelData.getRowNumbers(),,,,24-04-2025 13:04:53,24-04-2025 13:04:53,0.001s,PASSED
"for ([i = 1, i <= rowCount, (i++)])",,,,24-04-2025 13:04:53,24-04-2025 13:05:16,22.828s,PASSED
"testData = findTestData(""Data Files/C678"")",,,,24-04-2025 13:05:16,24-04-2025 13:05:16,0.005s,PASSED
"email1 = testData.getValue(""email"", 1)",,,,24-04-2025 13:05:16,24-04-2025 13:05:16,0.000s,PASSED
"email2 = testData.getValue(""email"", 2)",,,,24-04-2025 13:05:16,24-04-2025 13:05:16,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 13:05:16,24-04-2025 13:05:17,0.893s,PASSED
delay(10),,,,24-04-2025 13:05:17,24-04-2025 13:05:27,10.004s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,,,24-04-2025 13:05:27,24-04-2025 13:05:27,0.743s,PASSED
delay(10),,,,24-04-2025 13:05:27,24-04-2025 13:05:37,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 13:05:37,24-04-2025 13:05:38,0.330s,PASSED
hideKeyboard(),,,,24-04-2025 13:05:38,24-04-2025 13:05:39,1.005s,PASSED
delay(10),,,,24-04-2025 13:05:39,24-04-2025 13:05:49,10.007s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText -""), email2)",,,,24-04-2025 13:05:49,24-04-2025 13:05:49,0.304s,PASSED
delay(10),,,,24-04-2025 13:05:49,24-04-2025 13:05:59,10.006s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (1)""), 0)",,,,24-04-2025 13:05:59,24-04-2025 13:06:00,0.593s,PASSED
delay(10),,,,24-04-2025 13:06:00,24-04-2025 13:06:10,10.007s,PASSED
actualText = null,,,,24-04-2025 13:06:10,24-04-2025 13:06:10,0.000s,PASSED
"expectedText = "" The email address used is a Team Member email address.  Please select Create Team Member Account below.""",,,,24-04-2025 13:06:10,24-04-2025 13:06:10,0.001s,PASSED
try,,,,24-04-2025 13:06:10,24-04-2025 13:06:12,2.760s,FAILED
catch (Exception e),,,,24-04-2025 13:06:12,24-04-2025 13:06:12,0.002s,PASSED
if (actualText != null && actualText.contains(expectedText)),,,,24-04-2025 13:06:12,24-04-2025 13:06:12,0.000s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 13:06:12,24-04-2025 13:06:13,0.285s,PASSED
hideKeyboard(),,,,24-04-2025 13:06:13,24-04-2025 13:06:13,0.909s,PASSED
"testData = findTestData(""Data Files/C679"")",,,,24-04-2025 13:06:13,24-04-2025 13:06:13,0.004s,PASSED
"email1 = testData.getValue(""email"", 1)",,,,24-04-2025 13:06:13,24-04-2025 13:06:13,0.000s,PASSED
"email2 = testData.getValue(""email"", 2)",,,,24-04-2025 13:06:13,24-04-2025 13:06:13,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 13:06:13,24-04-2025 13:06:14,0.912s,PASSED
delay(10),,,,24-04-2025 13:06:14,24-04-2025 13:06:24,10.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,,,24-04-2025 13:06:24,24-04-2025 13:06:25,0.323s,PASSED
delay(20),,,,24-04-2025 13:06:25,24-04-2025 13:06:45,20.006s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), email2)",,,,24-04-2025 13:06:45,24-04-2025 13:06:45,0.198s,PASSED
delay(10),,,,24-04-2025 13:06:45,24-04-2025 13:06:55,10.008s,PASSED
try,,,,24-04-2025 13:06:55,24-04-2025 13:06:56,0.573s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 13:06:56,24-04-2025 13:06:56,0.264s,PASSED
hideKeyboard(),,,,24-04-2025 13:06:56,24-04-2025 13:06:57,1.092s,PASSED
