Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WRMA Android Regression,,,,31-03-2025 17:57:45,31-03-2025 18:40:23,42m - 38.944s,PASSED
,,,,,,,
Test Cases/App Installation And Launching/C658-C667-C668_AppInstallationAndLaunching,,"Verify that the Intro Page opens correctly
Verify that the Term and Conditions in Guest Mode is displayed correctly
Verify that the Privacy Policy in Guest Mode is displayed correctly",,31-03-2025 17:59:56,31-03-2025 18:02:36,2m - 40.329s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,31-03-2025 17:59:56,31-03-2025 17:59:59,3.639s,PASSED
delay(3),,Wait for 3 seconds for the app to load,,31-03-2025 17:59:59,31-03-2025 18:00:02,3.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,31-03-2025 18:00:02,31-03-2025 18:00:05,2.799s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 18:00:05,31-03-2025 18:00:08,3.006s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,31-03-2025 18:00:08,31-03-2025 18:00:08,0.045s,PASSED
"println(""Text: "" + text)",,,,31-03-2025 18:00:08,31-03-2025 18:00:08,0.000s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 18:00:08,31-03-2025 18:00:11,3.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,31-03-2025 18:00:11,31-03-2025 18:00:11,0.091s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 18:00:11,31-03-2025 18:00:14,3.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,31-03-2025 18:00:14,31-03-2025 18:00:14,0.073s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 18:00:14,31-03-2025 18:00:17,3.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account""), 0)",,"Verify the bottom navigation bar ""My Account"" is present",,31-03-2025 18:00:17,31-03-2025 18:00:17,0.086s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 18:00:17,31-03-2025 18:00:20,3.015s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Vacation More. Get More""), 0)",,"Tap on the non-clickable text ""Vacation More. Get More""",,31-03-2025 18:00:20,31-03-2025 18:00:21,0.148s,PASSED
delay(3),,Wait for 3 seconds,,31-03-2025 18:00:21,31-03-2025 18:00:24,3.008s,PASSED
