Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint-4,,,,25-04-2025 12:50:27,25-04-2025 13:00:15,9m - 47.396s,PASSED
,,,,,,,
Test Cases/Home Page/C753_LoggeOutState_Verification,,C753-Verify that the mandatory sections of the Home Page are displayed correctly in the logged-out state,,25-04-2025 12:52:05,25-04-2025 12:54:20,2m - 15.098s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/app-debug (2.99.69).apk"", true)",,Launch the mobile application from the specified APK file path and clear any previous data,,25-04-2025 12:52:05,25-04-2025 12:53:20,1m - 15.687s,PASSED
delay(10),,Wait for 10 seconds to allow the app to load completely,,25-04-2025 12:53:20,25-04-2025 12:53:30,10.016s,PASSED
"tap(findTestObject(""Object Repository/Carousel/android.widget.TextView - Home""), 0)",,Tap on the Home text view element in the application,,25-04-2025 12:53:30,25-04-2025 12:53:32,1.491s,PASSED
delay(15),,Wait for 15 seconds to allow the home screen to load,,25-04-2025 12:53:32,25-04-2025 12:53:47,15.010s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Carousel/android.widget.TextView""), 0)",,Verify that a text view element exists on the screen,,25-04-2025 12:53:47,25-04-2025 12:53:47,0.493s,PASSED
"swipe(800, 500, 100, 500)",,Perform a horizontal swipe gesture from right to left,,25-04-2025 12:53:47,25-04-2025 12:53:49,1.444s,PASSED
delay(10),,Wait for 10 seconds after swipe action,,25-04-2025 12:53:49,25-04-2025 12:53:59,10.013s,PASSED
"scrollToText(""recommended"")",,Scroll down to find text containing recommended,,25-04-2025 12:53:59,25-04-2025 12:54:04,5.206s,PASSED
delay(10),,Wait for 10 seconds after scrolling,,25-04-2025 12:54:04,25-04-2025 12:54:14,10.010s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Carousel/android.widget.TextView - Login Now""), 0)",,Verify the Login Now text element exists on screen,,25-04-2025 12:54:14,25-04-2025 12:54:15,0.526s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Carousel/android.widget.TextView - Book a Rental""), 0)",,Verify the Book a Rental text element exists on screen,,25-04-2025 12:54:15,25-04-2025 12:54:15,0.432s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Carousel/android.widget.TextView - RECOMMENDED FOR YOU""), 0)",,Verify the RECOMMENDED FOR YOU text element exists on screen,,25-04-2025 12:54:15,25-04-2025 12:54:15,0.439s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Carousel/android.widget.TextView - Home""), 0)",,Verify the Home text element exists on screen,,25-04-2025 12:54:15,25-04-2025 12:54:16,0.311s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Carousel/android.widget.TextView - My Account""), 0)",,Verify the My Account text element exists on screen,,25-04-2025 12:54:16,25-04-2025 12:54:16,0.324s,PASSED
closeApplication(),,Close the application,,25-04-2025 12:54:16,25-04-2025 12:54:20,3.685s,PASSED
,,,,,,,
Test Cases/Home Page/C765_WRMA-342_Homepage_Verification_logged in,,C765-Verify that the mandatory sections of the Home Page are displayed correctly in the logged-in state,,25-04-2025 12:54:20,25-04-2025 12:58:32,4m - 12.749s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/app-debug (2.99.69).apk"", true)",,Launch the application from specified APK path with data clearing,,25-04-2025 12:54:20,25-04-2025 12:55:26,1m - 6.585s,PASSED
delay(10),,Wait 10 seconds for app initialization,,25-04-2025 12:55:26,25-04-2025 12:55:36,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/MyStay/android.widget.Button - Login or Sign Up (1)""), 0)",,Tap on Login or Sign Up button,,25-04-2025 12:55:36,25-04-2025 12:55:38,1.670s,PASSED
delay(10),,Wait 10 seconds for login screen to load,,25-04-2025 12:55:38,25-04-2025 12:55:48,10.008s,PASSED
"setText(findTestObject(""Object Repository/Repo/MyStay/android.widget.EditText (3)""), ""0425201TM@WG.COM"", 0)",,Enter email address in email field,,25-04-2025 12:55:48,25-04-2025 12:55:49,0.786s,PASSED
hideKeyboard(),,Hide the keyboard after email entry,,25-04-2025 12:55:49,25-04-2025 12:55:51,2.083s,PASSED
delay(10),,Wait 10 seconds before proceeding,,25-04-2025 12:55:51,25-04-2025 12:56:01,10.012s,PASSED
"tap(findTestObject(""Object Repository/Repo/MyStay/android.widget.Button - Next (1)""), 0)",,Tap Next button to proceed to password screen,,25-04-2025 12:56:01,25-04-2025 12:56:01,0.500s,PASSED
delay(10),,Wait 10 seconds for password screen transition,,25-04-2025 12:56:01,25-04-2025 12:56:11,10.010s,PASSED
delay(30),,Extended wait (30s) for OAM login screen to fully load,,25-04-2025 12:56:11,25-04-2025 12:56:41,30.010s,PASSED
"setText(findTestObject(""Object Repository/Repo/SignUpNewUser/android.widget.EditText (24)""), ""0425201TM@WG.COM"", 0)",,Re-enter email in OAM username field for verification,,25-04-2025 12:56:41,25-04-2025 12:56:42,0.516s,PASSED
hideKeyboard(),,Hide the keyboard after username entry,,25-04-2025 12:56:42,25-04-2025 12:56:43,1.184s,PASSED
delay(20),,Wait 20 seconds before password entry,,25-04-2025 12:56:43,25-04-2025 12:57:03,20.011s,PASSED
"setText(findTestObject(""Object Repository/Repo/SignUpNewUser/android.widget.EditText (25)""), ""password"", 0)",,Enter password in password field,,25-04-2025 12:57:03,25-04-2025 12:57:04,0.561s,PASSED
hideKeyboard(),,Hide the keyboard after password entry,,25-04-2025 12:57:04,25-04-2025 12:57:05,1.492s,PASSED
delay(20),,Wait 20 seconds before final login attempt,,25-04-2025 12:57:05,25-04-2025 12:57:25,20.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/SignUpNewUser/android.widget.Button - LOGIN""), 0)",,Tap LOGIN button to complete authentication,,25-04-2025 12:57:25,25-04-2025 12:57:25,0.248s,PASSED
delay(20),,Wait 20 seconds for login completion and home screen load,,25-04-2025 12:57:25,25-04-2025 12:57:45,20.011s,PASSED
"tap(findTestObject(""Object Repository/Carousel/android.widget.TextView - Home""), 0)",,Tap on Home navigation button,,25-04-2025 12:57:45,25-04-2025 12:57:46,0.404s,PASSED
