Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint-1,,,,22-05-2025 16:20:51,22-05-2025 16:30:13,9m - 22.406s,PASSED
,,,,,,,
Test Cases/App Installation And Launching/C657_C658_AppInstallationAndLaunching,,"C657-App Launch
C658-Verify that the Intro Page opens correctly",,22-05-2025 16:20:51,22-05-2025 16:21:34,43.025s,PASSED
"startApplication(appUrl, true)",,Launch the application on the physical device,,22-05-2025 16:20:51,22-05-2025 16:21:00,9.027s,PASSED
delay(10),,Wait for 3 seconds for the app to load,,22-05-2025 16:21:00,22-05-2025 16:21:10,10.017s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Verify the text ""You are Moments Away From Customized Vacation Experiences"" is present",,22-05-2025 16:21:10,22-05-2025 16:21:10,0.246s,PASSED
delay(3),,Wait for 3 seconds,,22-05-2025 16:21:10,22-05-2025 16:21:13,3.011s,PASSED
"text = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youre Moments Away FromCustomized Vacation Experiences""), 0)",,"Get the text ""You are Moments Away From Customized Vacation Experiences"" and print it",,22-05-2025 16:21:13,22-05-2025 16:21:13,0.120s,PASSED
"println(""Text: "" + text)",,,,22-05-2025 16:21:13,22-05-2025 16:21:13,0.005s,PASSED
delay(3),,Wait for 3 seconds,,22-05-2025 16:21:13,22-05-2025 16:21:16,3.011s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Verify the ""Login or Sign Up"" button is present",,22-05-2025 16:21:16,22-05-2025 16:21:16,0.109s,PASSED
delay(3),,Wait for 3 seconds,,22-05-2025 16:21:16,22-05-2025 16:21:19,3.011s,PASSED
"assert verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,"Verify the bottom navigation bar ""Home"" is present",,22-05-2025 16:21:19,22-05-2025 16:21:19,0.106s,PASSED
delay(3),,Wait for 3 seconds,,22-05-2025 16:21:19,22-05-2025 16:21:22,3.009s,PASSED
