Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WRMA-Android Regression,,,,27-03-2025 20:59:08,27-03-2025 21:01:34,2m - 26.500s,FAILED
,,,,,,,
Test Cases/Sign Up New UserPage/C682-C688_SignUpNewUserPage,,"C682-Verify that an correct inline error message appears when numbers are entered in the First Name and Last Name fields
C683-Verify that the correct inline error message appears when typing the password less than 8 symbols
C684-Verify that the password field doesn't allow typing more than 20 symbols
C685-Verify that the correct inline error message appears when the Confirm password doesn't match the original password
C686-Verify that the First and Last name fields don't allow typing more than 50 symbols
C687-Verify that the Next button is activated only when all fields are filled
C688-Verify that the Next button remains inactive If any fields are left blank",,27-03-2025 20:59:41,27-03-2025 20:59:42,0.494s,FAILED
"testData = findTestData(""Data Files/C682-688"")",,Initialize test data from Excel file,,27-03-2025 20:59:41,27-03-2025 20:59:41,0.008s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/WGR-Android-Automation/App Folder/universal.apk"", false)",,Launch the mobile application,,27-03-2025 20:59:41,27-03-2025 20:59:42,0.474s,FAILED
,,,,,,,
Test Cases/Sign Up New UserPage/C660-C681_SignUpNewUserPage,,"C660-Verify that the correct inline error message appears when incorrect email addresses are entered on the Login or Sign up page
C677-Verify that the correct inline error message appears when incorrect email addresses are entered on the New User page
C678-Verify that the correct inline error message appears when the email address with the domain ""@wgresorts.com"" is entered
C679-Verify that the correct inline error message appears when the confirmation email address doesn't match the original email address
C680-Verify that the system doesn't allow go to the next page users to proceed with existing email addresses in the system
C681-Verify that the system doesn't allow copy and paste the initially entered email address",,27-03-2025 20:59:44,27-03-2025 20:59:45,0.920s,FAILED
emailValidationTests = new EmailValidationTests(),,,,27-03-2025 20:59:44,27-03-2025 20:59:44,0.000s,PASSED
emailValidationTests.runAllTests(),,,,27-03-2025 20:59:44,27-03-2025 20:59:44,0.001s,PASSED
testInvalidEmailFormat(),,,,27-03-2025 20:59:44,27-03-2025 20:59:44,0.000s,PASSED
"excelData = findTestData(""Data Files/InvalidEmail"")",,"Retrieve test data from ""InvalidEmail"" Excel file",,27-03-2025 20:59:44,27-03-2025 20:59:44,0.005s,PASSED
rowCount = excelData.getRowNumbers(),,Get the total number of rows available in the Excel sheet,,27-03-2025 20:59:44,27-03-2025 20:59:44,0.001s,PASSED
"startApplication(APK_PATH, false)",,Start the mobile application,,27-03-2025 20:59:44,27-03-2025 20:59:45,0.901s,FAILED
,,,,,,,
Test Cases/Sign Up New UserPage/C699_SignUpNewUserPage,,Verify that the Next button on the 'Not Verified Thank You' page is clickable,,27-03-2025 21:01:30,27-03-2025 21:01:31,0.503s,FAILED
"testData = findTestData(""Data Files/C699"")",,"Retrieve test data from the ""C699"" data file",,27-03-2025 21:01:30,27-03-2025 21:01:30,0.006s,PASSED
"email = testData.getValue(""email"", 1)",,"Extract email, first name, last name, password, and confirm password from the test data file",,27-03-2025 21:01:30,27-03-2025 21:01:30,0.000s,PASSED
"firstName = testData.getValue(""firstname"", 1)",,,,27-03-2025 21:01:30,27-03-2025 21:01:30,0.000s,PASSED
"lastName = testData.getValue(""lastname"", 1)",,,,27-03-2025 21:01:30,27-03-2025 21:01:30,0.000s,PASSED
"password = testData.getValue(""password"", 1)",,,,27-03-2025 21:01:30,27-03-2025 21:01:30,0.000s,PASSED
"confirmPassword = testData.getValue(""confirm password"", 1)",,,,27-03-2025 21:01:30,27-03-2025 21:01:30,0.000s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/WGR-Android-Automation/App Folder/universal.apk"", true)",,Launch the mobile application with reset enabled (clears previous session data),,27-03-2025 21:01:30,27-03-2025 21:01:31,0.491s,FAILED
,,,,,,,
Test Cases/Sign Up New UserPage/C698-C696_SignUpNewUserPage,,"Verify that the confirmation email is received after agreeing to the Terms and Conditions
Verify that outdated verification links cannot be used",,27-03-2025 21:01:33,27-03-2025 21:01:34,0.911s,FAILED
"testData = findTestData(""Data Files/C698-C696 (1)"")",,"Initializes testData by finding the test data file located at ""Data Files""",,27-03-2025 21:01:33,27-03-2025 21:01:33,0.007s,PASSED
"email = testData.getValue(""email"", 1)",,"Retrieves the value of the ""email"" field from the first row of the test data and assigns it to the variable email.",,27-03-2025 21:01:33,27-03-2025 21:01:33,0.000s,PASSED
"firstName = testData.getValue(""firstname"", 1)",,"Retrieves the value of the ""firstname"" field from the first row of the test data and assigns it to the variable firstName.",,27-03-2025 21:01:33,27-03-2025 21:01:33,0.000s,PASSED
"lastName = testData.getValue(""lastname"", 1)",,"Retrieves the value of the ""lastname"" field from the first row of the test data and assigns it to the variable lastName.",,27-03-2025 21:01:33,27-03-2025 21:01:33,0.000s,PASSED
"password = testData.getValue(""password"", 1)",,"Retrieves the value of the ""password"" field from the first row of the test data and assigns it to the variable password.",,27-03-2025 21:01:33,27-03-2025 21:01:33,0.000s,PASSED
"confirmPassword = testData.getValue(""confirmpassword"", 1)",,"Retrieves the value of the ""confirmpassword"" field from the first row of the test data and assigns it to the variable confirmPassword.",,27-03-2025 21:01:33,27-03-2025 21:01:33,0.000s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/WGR-Android-Automation/App Folder/universal.apk"", true)",, Launches the application ,,27-03-2025 21:01:33,27-03-2025 21:01:34,0.898s,FAILED
